,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
282,Jalu,LY,29.0331,21.5482,53.53,62,1,7.38,clear sky
283,Morehead,US,37.2711,-87.1764,45.0,75,0,4.61,clear sky
284,Victoria,HK,22.2855,114.1577,66.38,80,100,4.0,overcast clouds
285,Yelnya,RU,54.5786,33.1837,27.73,94,100,6.26,overcast clouds
286,Pregradnoye,RU,45.8218,41.7469,33.89,86,10,8.7,clear sky
287,Ahipara,NZ,-35.1667,173.1667,75.79,73,34,8.39,scattered clouds
288,Hamilton,US,39.1834,-84.5333,48.09,73,0,8.05,clear sky
289,Kuching,MY,1.55,110.3333,81.01,87,20,3.44,few clouds
290,Isla Vista,US,34.4133,-119.861,59.0,91,100,13.8,mist
291,Teahupoo,PF,-17.8333,-149.2667,76.96,78,100,15.7,overcast clouds
292,Coquimbo,CL,-29.9533,-71.3436,62.33,88,75,5.75,broken clouds
293,Tilichiki,RU,60.4667,166.1,-22.02,92,53,10.78,broken clouds
294,Port Elizabeth,ZA,-33.918,25.5701,63.32,92,0,9.22,light rain
295,Talnakh,RU,69.4865,88.3972,-30.8,97,46,0.92,scattered clouds
296,Juneau,US,58.3019,-134.4197,39.22,97,100,13.8,light rain
297,Cerro De Pasco,PE,-10.6833,-76.2667,33.98,98,100,2.24,snow
298,Nerchinskiy Zavod,RU,51.3088,119.61,-31.83,99,26,1.43,scattered clouds
299,Basco,PH,20.4487,121.9702,75.85,75,100,26.6,overcast clouds
300,Lavrentiya,RU,65.5833,-171.0,0.77,94,99,4.99,overcast clouds
301,San Juan De Abajo,MX,20.8167,-105.1833,74.88,78,0,5.75,clear sky
302,Champerico,GT,14.3,-91.9167,79.02,76,0,10.42,clear sky
303,Indianola,US,41.3581,-93.5574,30.06,76,88,10.0,overcast clouds
304,Nemuro,JP,43.3236,145.575,24.37,54,32,12.5,scattered clouds
305,Bakchar,RU,57.0186,82.0711,8.6,95,99,6.6,overcast clouds
306,Juegang,CN,32.3174,121.1855,47.98,80,100,6.8,overcast clouds
307,Haines Junction,CA,60.7522,-137.5108,10.35,85,99,2.3,light snow
308,Gabu,GW,12.2833,-14.2167,69.4,22,93,2.21,overcast clouds
309,Kemijarvi,FI,66.7131,27.4306,0.93,100,75,4.38,broken clouds
310,Umm Lajj,SA,25.0213,37.2685,66.6,52,0,10.31,clear sky
311,Ulaangom,MN,49.9811,92.0667,-19.12,84,29,3.13,scattered clouds
312,Nokaneng,BW,-19.6667,22.2667,69.42,84,100,4.74,overcast clouds
313,Kjopsvik,NO,68.097,16.3742,22.87,78,4,9.44,clear sky
314,Neepawa,CA,50.2289,-99.4664,5.4,84,10,6.85,clear sky
315,Berdigestyakh,RU,62.0989,126.6992,-30.06,100,95,2.44,overcast clouds
316,Namwala,ZM,-15.7504,26.4384,65.93,94,100,3.47,overcast clouds
317,Ambon,ID,-3.6954,128.1814,84.31,71,100,9.42,overcast clouds
318,Verkhnevilyuysk,RU,63.4453,120.3167,-23.57,98,100,4.5,overcast clouds
319,Terney,RU,45.0503,136.6092,14.63,62,78,11.25,broken clouds
320,Namibe,AO,-15.1961,12.1522,72.5,77,20,7.7,few clouds
321,Hualmay,PE,-11.0964,-77.6139,69.84,82,100,7.31,overcast clouds
322,Tara,RU,56.8944,74.371,5.16,97,100,4.36,overcast clouds
323,Uige,AO,-7.6087,15.0613,65.62,100,100,2.53,light rain
324,Bonthe,SL,7.5264,-12.505,75.87,78,0,2.66,clear sky
325,Koutsouras,GR,35.0339,25.9469,57.11,69,5,9.19,clear sky
326,Veraval,IN,20.9,70.3667,61.77,39,0,17.0,clear sky
327,Biak,ID,-0.9131,122.8766,82.08,68,100,0.83,overcast clouds
328,Bengkulu,ID,-3.8004,102.2655,76.96,82,100,4.23,overcast clouds
329,Brae,GB,60.3964,-1.353,45.36,80,97,9.28,overcast clouds
330,Miyako,JP,39.6367,141.9525,34.81,49,56,8.08,broken clouds
331,Mesto Albrechtice,CZ,50.1629,17.5748,51.22,76,100,19.17,overcast clouds
332,Hammerfest,NO,70.6634,23.6821,18.05,86,40,0.0,scattered clouds
333,Cap Malheureux,MU,-19.9842,57.6142,75.47,79,37,3.0,heavy intensity rain
334,Raga,SS,8.4596,25.678,68.65,36,0,4.85,clear sky
335,Araouane,ML,18.9048,-3.5265,62.24,21,100,9.84,overcast clouds
336,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.05,98,54,1.52,broken clouds
337,Mlonggo,ID,-6.5333,110.7,77.54,86,100,10.49,overcast clouds
338,Flinders,AU,-34.5833,150.8552,71.19,71,86,11.99,overcast clouds
339,Hurup,DK,56.7494,8.4195,36.72,95,100,5.01,overcast clouds
340,Korla,CN,41.7597,86.1469,17.28,59,90,2.3,overcast clouds
341,Lompoc,US,34.6391,-120.4579,58.78,91,100,14.97,mist
342,Jinka,ET,5.65,36.65,62.29,40,0,3.44,clear sky
343,Felipe Carrillo Puerto,MX,19.5833,-88.05,73.81,91,3,3.94,clear sky
344,Otradnoye,RU,59.7775,30.8181,12.96,97,79,1.88,light snow
345,Marsa Matruh,EG,31.3525,27.2453,55.6,76,40,9.22,scattered clouds
346,Grindavik,IS,63.8424,-22.4338,25.27,74,0,9.22,clear sky
347,Margate,GB,51.3813,1.3862,51.12,86,100,4.0,overcast clouds
348,Vao,NC,-22.6667,167.4833,76.62,76,3,9.6,clear sky
349,Pemangkat,ID,1.1667,108.9667,78.55,86,98,11.01,overcast clouds
350,Tonantins,BR,-2.8731,-67.8022,74.23,95,70,1.12,broken clouds
351,Koumac,NC,-20.5667,164.2833,82.99,62,60,6.67,broken clouds
352,Kampong Thum,KH,12.7111,104.8887,74.82,68,100,6.8,overcast clouds
353,Santa Cruz De Tenerife,ES,28.4682,-16.2546,65.71,95,75,6.91,broken clouds
354,Nanga Eboko,CM,4.6833,12.3667,65.5,49,23,1.54,few clouds
355,Stornoway,GB,58.2093,-6.3865,36.03,86,75,4.61,broken clouds
356,Kalakamati,BW,-20.5929,27.3121,67.5,88,100,5.5,light rain
357,El Seibo,DO,18.7641,-69.0375,72.93,91,81,7.43,broken clouds
358,Eureka,US,40.8021,-124.1637,55.2,91,100,8.01,moderate rain
359,Ko Samui,TH,9.5357,99.9357,82.31,74,20,12.66,few clouds
360,Baiyin,CN,36.5583,104.2081,26.06,40,100,1.07,overcast clouds
361,Mormugao,IN,15.4,73.8,72.82,57,66,7.05,broken clouds
362,High Level,CA,58.5169,-117.136,-3.89,84,0,2.3,clear sky
363,Buin,CL,-33.7333,-70.75,80.42,57,43,3.94,scattered clouds
364,Doha,QA,25.2867,51.5333,67.98,88,0,9.22,clear sky
365,Baiao,BR,-2.7906,-49.6717,72.95,98,98,2.24,overcast clouds
366,Bumba,CD,2.1833,22.4667,70.66,77,26,0.56,scattered clouds
367,Ullapool,GB,57.8987,-5.1604,41.34,84,58,6.55,broken clouds
368,Alta Floresta,BR,-9.8756,-56.0861,71.62,95,100,1.68,overcast clouds
369,Mackenzie,CA,55.2999,-123.1698,19.62,93,0,4.61,clear sky
370,Marfino,RU,55.7028,37.3822,28.31,86,75,13.42,broken clouds
371,Yashan,CN,22.1975,109.9419,62.46,67,100,4.5,overcast clouds
372,Te Anau,NZ,-45.4167,167.7167,61.68,85,100,2.15,overcast clouds
373,Edd,ER,13.9297,41.6925,78.87,45,6,16.24,clear sky
374,Yar-Sale,RU,66.8333,70.8333,-2.74,96,100,18.12,light snow
375,Beloha,MG,-25.1667,45.05,71.55,88,77,6.06,broken clouds
376,Izhma,RU,65.0083,53.9113,-14.06,100,98,2.3,overcast clouds
377,Bairiki,KI,1.3292,172.9752,86.0,70,20,9.22,few clouds
378,Perth,AU,-31.9333,115.8333,86.67,33,0,25.32,clear sky
379,Atambua,ID,-9.1061,124.8925,79.32,74,67,6.98,broken clouds
380,Batemans Bay,AU,-35.7167,150.1833,67.1,51,22,14.65,few clouds
381,Srandakan,ID,-7.9386,110.2506,77.77,86,100,7.54,overcast clouds
382,Ostrovnoy,RU,68.0531,39.5131,23.72,73,100,24.47,overcast clouds
383,Scarborough,GB,54.2797,-0.4044,49.57,85,17,3.0,few clouds
384,Joao Pinheiro,BR,-17.7425,-46.1725,69.98,88,100,0.18,light rain
385,Zlitan,LY,32.4674,14.5687,59.56,65,6,6.29,clear sky
386,Maragogi,BR,-9.0122,-35.2225,76.78,84,41,7.27,scattered clouds
387,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.07,95,100,5.39,overcast clouds
388,Saint-Augustin,CA,51.226,-58.6502,4.26,72,1,16.24,clear sky
389,Tual,ID,-5.6667,132.75,83.28,77,98,16.96,overcast clouds
390,Lata,PT,40.1629,-8.3327,38.91,79,14,3.51,few clouds
391,Waddan,LY,29.1614,16.139,54.88,63,61,5.61,broken clouds
392,Coahuayana,MX,18.7333,-103.6833,74.14,76,0,1.72,clear sky
393,Muzhi,RU,65.3667,64.6667,0.55,96,100,17.65,light snow
394,Wilmington,US,34.2257,-77.9447,66.11,80,0,11.5,clear sky
395,Bud,US,39.447,-86.1758,42.33,76,100,11.86,overcast clouds
396,Luderitz,NA,-26.6481,15.1594,62.8,80,0,20.4,clear sky
397,Sapulpa,US,35.9987,-96.1142,48.76,51,0,4.61,clear sky
398,Hithadhoo,MV,-0.6,73.0833,81.23,63,25,10.38,scattered clouds
399,Porto Novo,BJ,6.4965,2.6036,78.62,72,59,4.45,broken clouds
400,Katangli,RU,51.7102,143.2326,10.87,92,100,14.38,overcast clouds
401,Hobyo,SO,5.3505,48.5268,75.85,78,86,12.06,overcast clouds
402,Jalingo,NG,8.8833,11.3667,72.07,31,66,5.08,broken clouds
403,Wawa,NG,9.9022,4.4192,74.07,36,55,4.47,broken clouds
404,Fairbanks,US,64.8378,-147.7164,0.09,82,0,0.0,clear sky
405,Lasa,IT,46.6166,10.7002,43.02,58,100,5.39,overcast clouds
406,Semey,KZ,50.4111,80.2275,30.42,93,100,35.79,light snow
407,Kurilsk,RU,45.2333,147.8833,24.24,58,99,23.85,overcast clouds
408,Goderich,CA,43.7501,-81.7165,40.91,93,100,6.91,overcast clouds
409,Sal Rei,CV,16.1833,-22.9167,73.35,78,100,17.6,overcast clouds
410,Guerrero Negro,MX,27.9769,-114.0611,62.96,67,5,10.2,clear sky
411,Stonewall,CA,50.1344,-97.3268,10.08,97,13,0.67,few clouds
412,Eyl,SO,7.9803,49.8164,73.63,74,11,13.62,few clouds
413,Sorsk,RU,54.0033,90.2467,14.38,78,100,12.24,overcast clouds
414,Beregovoy,RU,55.173,73.2198,12.25,96,100,3.62,light snow
415,Oristano,IT,39.9,8.6,50.07,92,8,2.48,clear sky
416,Cabo San Lucas,MX,22.8909,-109.9124,78.1,66,0,10.36,clear sky
417,Gamba,GA,-2.65,10.0,74.14,94,100,4.18,moderate rain
418,Camopi,GF,3.1655,-52.3158,72.05,100,100,2.33,overcast clouds
419,Pakhtakoron,TJ,40.1571,68.7466,40.71,55,0,18.68,clear sky
420,Salalah,OM,17.0151,54.0924,71.69,83,40,3.44,scattered clouds
421,Agadez,NE,19.75,10.25,54.68,35,6,9.35,clear sky
422,Tiarei,PF,-17.5333,-149.3333,82.42,80,100,13.06,overcast clouds
423,Gallup,US,35.5281,-108.7426,29.16,82,12,1.01,few clouds
424,Mount Isa,AU,-20.7333,139.5,80.37,69,99,10.36,light rain
425,Plouzane,FR,48.3833,-4.6167,53.92,100,100,14.97,light intensity drizzle
426,Ust-Kuyga,RU,70.0167,135.6,-49.52,100,95,3.36,overcast clouds
427,Butea,RO,47.0667,26.9167,37.69,80,60,7.02,broken clouds
428,Georgetown,MY,5.4112,100.3354,80.53,85,20,8.05,few clouds
429,Ayagoz,KZ,47.9714,80.4392,26.74,95,100,29.51,snow
430,Somoto,NI,13.4808,-86.5821,67.3,76,0,4.79,clear sky
431,Diffa,NE,13.3154,12.6113,66.15,38,6,13.31,clear sky
432,Lagoa,PT,39.05,-27.9833,58.53,76,100,18.41,overcast clouds
433,Kiunga,PG,-6.1219,141.2906,89.91,53,82,3.53,broken clouds
434,Noumea,NC,-22.2763,166.4572,85.98,75,56,12.82,broken clouds
435,Alma,CA,48.5501,-71.6491,13.21,80,100,5.46,overcast clouds
436,Newport,GB,51.5877,-2.9984,52.63,91,100,19.28,overcast clouds
437,Raudeberg,NO,61.9875,5.1352,37.96,60,100,16.71,overcast clouds
438,Chicama,PE,-7.8447,-79.1469,64.94,76,100,5.99,overcast clouds
439,San Benito,US,36.6166,-121.0844,49.35,84,100,24.61,overcast clouds
440,Fortuna,US,40.5982,-124.1573,54.93,95,100,23.02,moderate rain
441,Paamiut,GL,61.994,-49.6678,30.22,56,100,35.75,overcast clouds
442,San Patricio,US,28.017,-97.5169,67.53,36,7,2.48,clear sky
443,Quatre Cocos,MU,-20.2078,57.7625,77.11,78,43,11.63,light rain
444,Bontang,ID,0.1333,117.5,79.32,80,100,2.95,overcast clouds
445,Luanda,AO,-8.8368,13.2343,75.2,88,100,8.7,overcast clouds
446,Tomari,RU,47.7658,142.0683,19.54,77,100,19.17,overcast clouds
447,Martapura,ID,-3.4167,114.85,78.89,83,20,4.61,few clouds
448,Harstad,NO,68.799,16.5293,27.16,81,2,7.0,clear sky
449,Gazli,UZ,40.1333,63.45,42.26,46,0,12.97,clear sky
450,Livingston,GB,55.9029,-3.5226,43.84,95,0,9.22,clear sky
451,Madison,US,34.7334,-86.5667,57.47,62,0,11.99,clear sky
452,Kyotera,UG,-0.6156,31.5175,63.59,79,64,3.65,light rain
453,Eydhafushi,MV,5.1033,73.0708,80.24,68,63,13.04,broken clouds
454,Mayo,US,38.8876,-76.5119,64.11,94,100,9.22,overcast clouds
455,Coihaique,CL,-45.5752,-72.0662,65.01,63,20,3.44,few clouds
456,Sorland,NO,67.667,12.6934,30.06,53,0,26.82,clear sky
457,Sao Filipe,CV,14.8961,-24.4956,74.75,70,100,8.55,overcast clouds
458,Kaili,ID,-3.4626,120.2147,75.29,69,100,1.39,overcast clouds
459,Puksoozero,RU,62.5903,40.6066,-8.77,100,94,4.09,overcast clouds
460,Mahanoro,MG,-19.9,48.8,72.86,87,94,3.42,light rain
461,Champasak,LA,14.75,106.0,70.7,71,100,2.44,overcast clouds
462,Tevaitoa,PF,-16.7833,-151.5,81.97,68,97,15.86,overcast clouds
463,Taoudenni,ML,22.6783,-3.9836,62.29,17,4,11.27,clear sky
464,Buchanan,LR,5.8808,-10.0467,76.37,80,8,1.48,clear sky
465,Kidal,ML,18.4411,1.4078,61.34,24,9,10.51,clear sky
466,Hauterive,FR,46.0901,3.4459,50.76,81,100,6.49,overcast clouds
467,Bhuban,IN,20.8833,85.8333,58.08,74,4,2.68,clear sky
468,Yarada,IN,17.65,83.2667,75.52,73,75,6.91,haze
469,Naica,MX,27.85,-105.4833,59.9,21,2,6.69,clear sky
470,Liverpool,GB,53.4106,-2.9779,51.15,82,40,17.27,scattered clouds
471,Banda Aceh,ID,5.5577,95.3222,77.56,83,83,10.45,broken clouds
472,Sosva,RU,59.1766,61.8558,-18.62,100,100,2.37,overcast clouds
473,Paracuru,BR,-3.41,-39.0306,81.1,76,82,13.73,broken clouds
474,Houma,US,29.5958,-90.7195,64.0,69,5,3.0,clear sky
475,Chimore,BO,-16.9833,-65.1333,65.03,99,100,1.86,overcast clouds
476,Syracuse,IT,37.0881,15.2792,50.32,80,3,4.16,clear sky
477,Dire Dawa,ET,9.5931,41.8661,64.36,55,0,3.47,clear sky
478,Oistins,BB,13.0667,-59.5333,77.09,83,40,20.71,light rain
479,Letlhakeng,BW,-24.0944,25.0298,66.06,90,100,3.98,moderate rain
480,Dumas,US,35.8656,-101.9732,33.94,55,0,6.91,clear sky
481,Chichester,GB,50.8367,-0.78,52.36,93,100,3.0,overcast clouds
482,Masumbwe,TZ,-3.6333,32.1833,65.93,79,89,2.57,overcast clouds
483,Yakeshi,CN,49.2833,120.7333,-25.89,100,89,1.63,overcast clouds
484,Kuytun,RU,54.3419,101.5036,-12.1,99,100,2.84,overcast clouds
485,Carlsbad,US,33.1581,-117.3506,63.46,88,100,6.91,overcast clouds
486,Marica,BR,-22.9194,-42.8186,76.95,94,100,4.23,overcast clouds
487,Muisne,EC,0.6,-80.0333,75.36,84,94,3.96,overcast clouds
488,Tazmalt,DZ,36.3868,4.3989,48.79,90,41,2.89,scattered clouds
489,Panaba,MX,21.2833,-88.2667,78.4,66,100,6.78,overcast clouds
490,Gashua,NG,12.871,11.0482,64.63,30,16,12.24,few clouds
491,Dongying,CN,37.4564,118.4856,33.71,61,93,2.06,overcast clouds
492,Goedereede,NL,51.8175,3.9806,51.78,85,68,11.01,broken clouds
493,Saint Anthony,US,45.0205,-93.218,32.67,94,100,13.8,snow
494,Mount Pleasant,US,32.7941,-79.8626,65.08,95,0,11.5,clear sky
495,Reconquista,AR,-29.15,-59.65,74.48,31,0,7.52,clear sky
496,Huarmey,PE,-10.0681,-78.1522,70.14,82,100,7.02,overcast clouds
497,Klimovo,RU,52.3805,32.1923,31.84,86,100,11.52,overcast clouds
498,Dudinka,RU,69.4058,86.1778,-30.39,97,7,7.25,clear sky
499,Antalaha,MG,-14.9003,50.2788,72.64,86,100,6.06,overcast clouds
500,Pangnirtung,CA,66.1451,-65.7125,3.49,93,100,3.36,overcast clouds
501,Kamiiso,JP,41.8167,140.65,26.98,86,75,11.5,light shower snow
502,Inuvik,CA,68.3499,-133.7218,2.26,85,75,5.75,light snow
503,Traverse City,US,44.7631,-85.6206,37.99,99,100,1.99,overcast clouds
504,Sungaipenuh,ID,-2.0833,101.3833,67.51,87,100,0.58,overcast clouds
505,Sumbe,AO,-11.2061,13.8437,77.04,89,100,3.06,light rain
506,Sembe,CG,1.6481,14.5806,75.47,43,100,0.63,overcast clouds
507,Namatanai,PG,-3.6667,152.4333,85.93,65,80,7.67,broken clouds
508,Ust-Tarka,RU,55.5672,75.705,8.69,96,100,3.13,light snow
509,Fasa,IR,28.9383,53.6482,40.24,93,100,0.0,overcast clouds
510,Borba,BR,-4.3878,-59.5939,74.07,95,96,2.75,overcast clouds
511,Xifeng,CN,42.7372,124.7222,12.87,71,8,4.59,clear sky
512,Birjand,IR,32.8663,59.2211,37.87,25,0,11.5,clear sky
513,Cervo,ES,43.6702,-7.4101,55.96,83,0,6.91,clear sky
514,Rorvik,NO,64.8621,11.2373,26.71,50,100,17.27,overcast clouds
515,Nizhniy Tsasuchey,RU,50.5167,115.1333,-19.44,97,12,1.61,few clouds
516,Isabela,PH,6.7085,121.9711,78.85,79,100,8.28,overcast clouds
517,Progreso,MX,21.2833,-89.6667,77.11,83,86,8.57,overcast clouds
518,Longkou,CN,37.6508,120.3286,35.44,63,0,3.09,clear sky
519,Cap-Aux-Meules,CA,47.3821,-61.8597,28.42,64,75,28.77,broken clouds
520,Hutchinson,US,38.0608,-97.9298,34.03,72,0,9.22,clear sky
521,Griffith,US,41.5284,-87.4237,35.06,89,100,10.36,overcast clouds
522,Taltal,CL,-25.4,-70.4833,66.2,81,0,2.15,clear sky
523,Acarau,BR,-2.8856,-40.12,79.86,77,98,18.23,overcast clouds
524,Meulaboh,ID,4.1363,96.1285,76.21,87,100,2.59,overcast clouds
525,Belmonte,BR,-15.8631,-38.8828,76.82,87,100,8.25,overcast clouds
526,Redondela,ES,42.2834,-8.6096,53.26,100,100,5.75,fog
527,Cockburn Town,TC,21.4612,-71.1419,77.92,78,0,22.39,clear sky
528,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.26,90,97,2.75,overcast clouds
529,Rocky Mountain House,CA,52.3668,-114.9188,8.71,72,4,1.14,clear sky
530,Grand Island,US,40.925,-98.342,29.19,78,100,13.8,overcast clouds
531,Ust-Tsilma,RU,65.441,52.1498,-2.24,99,99,3.51,overcast clouds
532,Lovozero,RU,68.005,35.0117,8.02,97,100,5.64,overcast clouds
533,Menongue,AO,-14.6585,17.691,59.18,95,99,3.51,overcast clouds
534,Sinnamary,GF,5.3833,-52.95,75.85,91,100,11.39,overcast clouds
535,Esperance,AU,-33.8667,121.9,69.51,56,3,15.05,clear sky
536,Hovd,MN,48.0056,91.6419,3.74,61,89,10.85,overcast clouds
537,Dicabisagan,PH,17.0818,122.4157,75.63,89,100,13.87,overcast clouds
538,Cam Ranh,VN,11.9214,109.1591,75.16,83,75,24.16,broken clouds
539,Siddipet,IN,18.1,78.85,64.22,97,26,8.41,scattered clouds
540,Uniao,BR,-4.5858,-42.8642,76.3,84,100,3.76,overcast clouds
541,Sambava,MG,-14.2667,50.1667,74.3,87,23,7.34,few clouds
542,Bassano,CA,50.7834,-112.4685,18.09,82,1,4.79,clear sky
543,Shubarshi,KZ,48.5872,57.1869,33.22,94,100,10.54,overcast clouds
544,Corner Brook,CA,48.9667,-57.9484,23.16,80,90,14.05,overcast clouds
545,Viransehir,TR,37.2353,39.7631,41.7,30,2,3.91,clear sky
546,Sri Aman,MY,1.2376,111.4621,75.25,100,20,3.44,few clouds
547,Dinghai,CN,26.2847,119.7936,56.32,74,85,10.42,overcast clouds
548,Inhapim,BR,-19.5492,-42.12,70.39,98,100,4.05,overcast clouds
549,Falmouth,GB,50.1544,-5.0711,54.5,100,100,11.5,overcast clouds
550,Ngunguru,NZ,-35.6167,174.5,67.77,98,100,20.22,overcast clouds
551,Hudson Bay,CA,52.85,-102.3842,12.81,93,29,5.5,scattered clouds
552,Santa Rosalia,MX,27.3167,-112.2833,58.89,56,0,1.79,clear sky
553,Rawah,IQ,34.4816,41.9093,49.8,71,100,15.23,overcast clouds
554,Neftcala,AZ,39.3742,49.2472,49.73,74,100,18.16,overcast clouds
555,Paita,PE,-5.0892,-81.1144,68.67,80,100,13.02,overcast clouds
556,Botwood,CA,49.1499,-55.3482,29.89,81,51,11.03,broken clouds
557,Wenling,CN,28.3669,121.36,52.61,73,100,6.35,overcast clouds
558,Ust-Nera,RU,64.5667,143.2,-31.05,99,99,4.32,overcast clouds
559,Farah,AF,32.5,62.5,40.39,34,100,0.25,overcast clouds
560,Arroyo,ES,41.6096,-4.7969,30.24,100,0,3.44,clear sky
561,Beyneu,KZ,45.3167,55.2,38.79,94,100,7.87,overcast clouds
562,Saint-Joseph,RE,-21.3667,55.6167,77.47,79,33,9.8,light rain
563,Wajir,KE,1.7471,40.0573,75.79,70,100,10.6,overcast clouds
564,Sinegorskiy,RU,48.0139,40.8447,31.8,74,7,8.41,clear sky
565,Peace River,CA,56.2501,-117.286,8.91,85,20,4.61,few clouds
566,Port-Cartier,CA,50.0334,-66.8654,6.48,76,6,9.35,clear sky
